Customer_ID,Region,Lifetime_Value,Churn_Probability,Retention_Strategy
CUST_QJE7OF,South America,8446.81,0.76,Loyalty Program
CUST_SVWN2X,Asia,4628.09,0.88,Email Campaign
CUST_3UVXXB,Asia,3176.11,0.72,Discount
CUST_R47QHU,Asia,312.76,0.72,Email Campaign
CUST_176NMA,Europe,2417.39,0.79,Email Campaign
CUST_PP5VKD,Asia,996.95,0.99,Loyalty Program
CUST_U5G2CB,North America,6552.99,0.76,Email Campaign
CUST_S5FHY6,Europe,2914.8,0.72,Loyalty Program
CUST_JUPYKU,North America,1572.36,0.96,Discount
CUST_0MZ2ZF,Europe,100.9,0.87,Loyalty Program
CUST_U42MFP,South America,7261.4,0.94,Loyalty Program
CUST_5513OT,North America,9767.68,0.81,Loyalty Program
CUST_ZJFP3F,Asia,9403.63,0.96,Loyalty Program
CUST_JXLC5R,North America,2255.16,0.84,Discount
CUST_55MMJY,Asia,3272.83,0.81,Email Campaign
CUST_9I6KHR,North America,5016.97,0.92,Discount
CUST_G2Y83U,North America,205.25,0.77,Discount
CUST_WFI86N,South America,9416.86,0.73,Email Campaign
CUST_0GO8H8,Asia,7446.46,0.83,Loyalty Program
CUST_H3SLHS,South America,5598.19,0.81,Loyalty Program
CUST_CUK3BD,Asia,4345,0.89,Loyalty Program
CUST_9XBZ73,South America,3798.91,0.77,Email Campaign
CUST_R2H482,Asia,1047.43,1,Email Campaign
CUST_LPNNFI,Europe,7195.18,0.75,Email Campaign
CUST_IB30XV,South America,9162.76,0.96,Discount
CUST_CMKQWO,Europe,8925.41,0.93,Email Campaign
CUST_C9N5FV,Asia,7303.03,0.99,Loyalty Program
CUST_4GIQZY,Europe,8276.83,0.72,Loyalty Program
CUST_4CKQFB,North America,7873.42,0.79,Discount
CUST_IBQULX,Asia,1966.94,0.79,Email Campaign
CUST_BFWKIU,North America,2603.62,0.97,Email Campaign
CUST_XNLTD9,Europe,6722.02,0.77,Email Campaign
CUST_N6XTUU,Asia,8204.27,0.94,Discount
CUST_9VPMQU,Europe,3892.17,0.73,Loyalty Program
CUST_PNWYM9,Europe,4888.71,0.96,Discount
CUST_6CUME5,North America,2224.4,0.82,Loyalty Program
CUST_W8ZVWW,Europe,440.57,0.86,Discount
CUST_CBQOIU,Europe,304.68,0.76,Loyalty Program
CUST_CPY1R8,North America,8600.3,0.97,Email Campaign
CUST_2DQON0,Europe,3919.09,0.77,Loyalty Program
CUST_QUEI6Q,Europe,127.98,0.78,Email Campaign
CUST_SDVKB4,South America,2950.56,0.9,Loyalty Program
CUST_J9HLS7,South America,1459.97,0.84,Email Campaign
CUST_0BARIE,South America,4544.91,0.99,Loyalty Program
CUST_3EPJHQ,South America,9684.68,0.77,Email Campaign
CUST_2U8B1Q,South America,9398.25,1,Discount
CUST_3FXS7U,Asia,551.91,0.73,Email Campaign
CUST_PL8SQN,North America,5714.44,0.86,Discount
CUST_QFJCNZ,North America,5788.52,0.88,Email Campaign
CUST_HAC6QW,Asia,4836.7,0.98,Discount
CUST_QL0L9V,Asia,6070.2,0.96,Discount
CUST_4HCZ4J,Asia,2078.95,0.96,Discount
CUST_9Y63LU,Europe,8997.93,0.94,Discount
CUST_MLSJ6H,South America,8509.14,0.96,Loyalty Program
CUST_XQPRJ6,North America,1406.09,0.74,Email Campaign
CUST_YYUGDY,South America,9821.4,0.79,Discount
CUST_12QCZM,Europe,2455.99,0.8,Loyalty Program
CUST_MWJBFG,South America,8716.64,0.98,Email Campaign
CUST_SEY77Z,North America,2504.15,0.78,Loyalty Program
CUST_2538LY,South America,7338.08,0.91,Discount
CUST_YSWWW1,Europe,1420.07,0.81,Loyalty Program
CUST_3QGU8V,South America,9633.88,0.76,Loyalty Program
CUST_HJSM1X,North America,2538.65,0.74,Discount
CUST_FLWQHN,South America,2898.59,0.8,Discount
CUST_IO4745,Asia,1602.75,0.99,Loyalty Program
CUST_MFDRH0,Asia,4895.08,0.84,Discount
CUST_LK58VJ,South America,2953.53,0.86,Email Campaign
CUST_SNIQG8,North America,2859.67,0.75,Discount
CUST_HI8ZZX,North America,4829.02,0.81,Discount
CUST_9R9UI7,Asia,3753.85,0.84,Discount
CUST_D804TN,Europe,2672.68,0.75,Discount
CUST_S776K3,Asia,6310.54,0.75,Email Campaign
CUST_X727PT,South America,5961.5,0.71,Discount
CUST_V6RCMT,Asia,5975.45,0.93,Email Campaign
CUST_AQB6U6,Europe,5742.85,0.76,Discount
CUST_6XQJVU,Asia,237.1,0.91,Discount
CUST_DZBM1E,South America,5656.44,0.98,Email Campaign
CUST_Y2IWUI,South America,9363.14,0.84,Email Campaign
CUST_2BCQYO,South America,1126.75,0.86,Discount
CUST_R3RAZB,Asia,9894.55,0.72,Discount
CUST_Q6XGY7,South America,3784.22,0.78,Loyalty Program
CUST_DLL5AS,Europe,1978.86,1,Email Campaign
CUST_M28QU8,Asia,2734.68,0.99,Email Campaign
CUST_I75GY4,North America,603.87,0.84,Email Campaign
CUST_CKJW37,Europe,760.8,0.86,Email Campaign
CUST_MEPPHV,Asia,9046.13,0.93,Discount
CUST_TM40BG,Asia,6295,0.84,Discount
CUST_SKV6DL,South America,6773.19,0.86,Loyalty Program
CUST_WZAZNL,Europe,4181.44,0.82,Loyalty Program
CUST_WF5RXR,North America,7316,0.99,Loyalty Program
CUST_Z8JEOM,Europe,266.41,0.72,Email Campaign
CUST_GBFWBO,South America,2053.33,0.83,Loyalty Program
CUST_V9E852,Asia,1503.57,0.92,Email Campaign
CUST_9V1NLL,South America,8664.96,0.9,Loyalty Program
CUST_BANPA5,South America,1235.01,0.8,Discount
CUST_N0S8R3,North America,3599.26,0.72,Email Campaign
CUST_JL84AN,Asia,6840.31,0.9,Discount
CUST_8IU3IP,Asia,9977.46,0.96,Loyalty Program
CUST_B7UJ91,Asia,3251.5,0.84,Discount
CUST_HXG6H6,North America,8973.47,0.89,Email Campaign
CUST_U2XH48,Asia,8365.98,0.74,Discount
CUST_4YLH9W,North America,4701.62,0.86,Loyalty Program
CUST_QF5F39,South America,5796.7,0.95,Loyalty Program
CUST_YBR8D6,Asia,969.2,0.78,Email Campaign
CUST_RVRXEC,North America,9823.22,0.76,Email Campaign
CUST_79K9G4,South America,5882.5,0.75,Discount
CUST_1L2D6C,South America,9067.62,0.72,Discount
CUST_N6HHYX,Europe,4219.05,0.88,Email Campaign
CUST_WXZHXB,Europe,4378.7,0.88,Discount
CUST_RU9694,South America,8335.06,0.91,Discount
CUST_XAD81Q,Asia,3969.17,0.92,Discount
CUST_ELI6OV,South America,2565.68,0.86,Discount
CUST_4JY7ZW,North America,6828.47,0.73,Email Campaign
CUST_06T7TU,Europe,7504.84,0.75,Discount
CUST_KFBGEG,South America,5795.32,0.78,Discount
CUST_WX72G4,Europe,3990.58,0.92,Email Campaign
CUST_8QEAW2,Asia,8898.73,0.89,Email Campaign
CUST_8LP0O6,North America,5220.21,0.81,Email Campaign
CUST_JN3LTJ,North America,6654.65,0.94,Discount
CUST_7XMSYL,North America,2273.85,0.89,Loyalty Program
CUST_9TH5GC,Asia,8201.82,0.81,Discount
CUST_AQQE5T,South America,360.16,0.74,Email Campaign
CUST_DMJGCT,Europe,6236.09,0.74,Email Campaign
CUST_8AL2RC,South America,2913.19,0.88,Loyalty Program
CUST_7Y4EPV,Asia,7096.59,0.92,Loyalty Program
CUST_JBSTND,Asia,1806.73,0.9,Discount
CUST_ZC4XU5,South America,4895.97,0.8,Loyalty Program
CUST_L655PK,Europe,6036.96,0.93,Loyalty Program
CUST_HZ0ZYF,South America,3051.56,0.77,Email Campaign
CUST_6QBHZX,Europe,1423.2,0.8,Email Campaign
CUST_TBS9AW,South America,6107.27,0.94,Loyalty Program
CUST_WWNTAT,Asia,6494.32,0.72,Email Campaign
CUST_LIGHR8,Asia,2263.32,0.95,Discount
CUST_X86CZA,South America,3225.42,0.89,Email Campaign
CUST_0BN42Y,Asia,9370.32,0.77,Discount
CUST_FQ2M74,South America,7526.01,0.91,Discount
CUST_ISSIM5,Asia,1336.13,0.9,Email Campaign
CUST_J63VQ7,Asia,8121,0.97,Email Campaign
CUST_FVKFDV,Europe,7123.14,0.77,Discount
CUST_MOOJ96,South America,3541.02,0.92,Discount
CUST_MNBXFG,Asia,9485.19,0.99,Email Campaign
CUST_82YO5P,South America,5340.28,0.93,Loyalty Program
CUST_C9RGIZ,Europe,9265,0.9,Loyalty Program
CUST_T1QS7W,Asia,4679.97,0.98,Discount
CUST_QB0HF9,Europe,582.2,0.86,Email Campaign
CUST_QPWVSX,South America,4483.03,0.81,Loyalty Program
CUST_MS4U9Q,Asia,6292.65,0.84,Discount
CUST_Z0CG69,South America,7059.6,0.72,Discount
CUST_MYVXBR,South America,9726.3,0.85,Email Campaign
CUST_SC5X04,Europe,3884.54,0.87,Loyalty Program
CUST_BR9DT7,Asia,5265.07,0.94,Email Campaign
CUST_G8GB3Y,North America,6814.68,0.95,Loyalty Program
CUST_JZBAED,Europe,8826.72,0.83,Loyalty Program
CUST_IZ1KWS,South America,7219.37,0.75,Discount
CUST_76Q8SB,South America,4173.89,0.72,Loyalty Program
CUST_7FGUJB,Europe,4182.38,0.89,Discount
CUST_3ATI6M,Europe,5502.41,0.82,Discount
CUST_GYUER5,South America,8732.5,0.99,Email Campaign
CUST_LX5114,Asia,7914.4,0.91,Email Campaign
CUST_7TKCQ0,South America,8745.35,0.74,Loyalty Program
CUST_0V4WEI,North America,2424.59,0.85,Loyalty Program
CUST_LKCQCT,South America,7239.64,0.83,Discount
CUST_JLA74Y,Asia,9991.39,0.72,Email Campaign
CUST_HU0CZF,Asia,5255.52,0.94,Discount
CUST_QTMV59,Europe,7330.53,0.73,Email Campaign
CUST_YRHCU6,South America,2150.17,0.96,Email Campaign
CUST_JSHGOL,North America,9091.93,0.9,Email Campaign
CUST_VYOI30,Asia,1076.11,0.89,Discount
CUST_2HGM1L,South America,7620.32,0.81,Discount
CUST_ALJ3TD,South America,5465.12,0.72,Email Campaign
CUST_4HHULB,North America,6955.86,0.85,Email Campaign
CUST_1FA3B5,Asia,8112.6,0.73,Loyalty Program
CUST_TBZGVR,South America,8457.24,0.91,Email Campaign
CUST_LOJDP2,Europe,207.86,0.94,Loyalty Program
CUST_Z4D521,Europe,835.18,0.82,Email Campaign
CUST_L80E4H,North America,970.74,0.74,Email Campaign
CUST_1EBKJT,South America,5676.91,0.87,Discount
CUST_511Z6P,North America,4664.34,0.86,Discount
CUST_AWIQBF,North America,8019.73,0.95,Discount
CUST_JE5ZGW,Asia,2859.54,0.97,Discount
CUST_MYREAH,Europe,1754.3,0.87,Email Campaign
CUST_ECSFA7,Asia,320.27,0.84,Email Campaign
CUST_35C1P5,South America,749.3,0.77,Email Campaign
CUST_4629CW,Europe,7625.61,0.92,Loyalty Program
CUST_OMH4TN,Asia,7915.02,0.93,Email Campaign
CUST_NNT11O,Europe,3431.43,0.78,Discount
CUST_6JCME2,Europe,8709.33,0.76,Loyalty Program
CUST_CIXNM4,Europe,3555.91,0.81,Loyalty Program
CUST_A8FP6T,Asia,539.74,0.99,Email Campaign
CUST_D2VTMM,South America,6999.54,0.95,Discount
CUST_S5X2JN,Asia,8160.8,0.72,Discount
CUST_GDAZ5V,Europe,8593.12,0.71,Email Campaign
CUST_IEONWU,Asia,2391.07,0.85,Email Campaign
CUST_5TQ7DD,North America,4213.3,0.88,Email Campaign
CUST_NDATNE,South America,7077.17,0.9,Email Campaign
CUST_X2RVCQ,Asia,1835.94,0.97,Email Campaign
CUST_YSR30D,North America,6533.68,0.98,Email Campaign
CUST_IIHFSP,North America,6450.21,0.88,Discount
CUST_NFCO92,Europe,6004.9,0.84,Loyalty Program
CUST_SC6I89,North America,9513.71,0.72,Loyalty Program
CUST_M23CV1,Asia,5147.53,0.89,Email Campaign
CUST_R0BZZQ,North America,1924.06,0.72,Loyalty Program
CUST_3FTPMG,Europe,6195.9,0.87,Email Campaign
CUST_F8MQ82,North America,2571.74,0.82,Discount
CUST_MRIKHS,Europe,9609.12,0.98,Discount
CUST_2KI4Z0,Europe,1184.85,0.85,Discount
CUST_62SSDP,Asia,7757.53,0.81,Loyalty Program
CUST_2U19Z8,Asia,4370.88,0.82,Discount
CUST_NWNTR5,Asia,5761.66,0.89,Discount
CUST_SM2M7Y,Asia,9325.87,0.72,Discount
CUST_H4JVPI,Asia,3131.54,0.85,Loyalty Program
CUST_A88U2A,South America,2259.98,0.89,Discount
CUST_C61BBJ,Asia,774.95,0.94,Email Campaign
CUST_OQOTFC,Europe,5555.64,0.8,Email Campaign
CUST_E7V741,North America,4076.02,0.98,Email Campaign
CUST_7WYDLB,South America,4593.55,0.94,Email Campaign
CUST_8G7BHK,Asia,4341.2,0.81,Email Campaign
CUST_9B07QB,Europe,8415.45,0.96,Loyalty Program
CUST_9QGD5H,South America,3103.67,0.76,Loyalty Program
CUST_GDUSB3,North America,2627.16,0.81,Discount
CUST_N703JU,North America,1833.27,0.71,Discount
CUST_G3XAO2,Asia,7558.18,0.98,Discount
CUST_TAAQ2S,North America,6302.57,0.87,Email Campaign
CUST_D3N36C,South America,2524.55,0.75,Discount
CUST_ZR2IMK,South America,1095.33,0.8,Email Campaign
CUST_K764FK,Asia,9417,0.71,Discount
CUST_ULVQS2,South America,8360.72,0.91,Loyalty Program
CUST_V6Z81M,Europe,4293.36,0.75,Loyalty Program
CUST_PSXGH7,North America,4729.62,0.86,Discount
CUST_FAD46C,Asia,4814.4,0.88,Loyalty Program
CUST_ZQIOVB,North America,8296.02,0.73,Email Campaign
CUST_XNV7S4,Europe,1196.11,0.84,Email Campaign
CUST_DQNQ31,Asia,7390.5,0.81,Email Campaign
CUST_RN56P2,Asia,9649.74,0.86,Email Campaign
CUST_5C5TX3,South America,1973.95,0.98,Discount
CUST_9LSS40,South America,3366.97,0.85,Loyalty Program
CUST_D04EQV,North America,1103.77,0.74,Loyalty Program
CUST_NZ7TYC,South America,9379.66,0.95,Email Campaign
CUST_IZOVTJ,North America,490.54,0.98,Discount
CUST_QFLRA3,South America,795.94,0.71,Email Campaign
CUST_U1309B,South America,2437.96,0.97,Loyalty Program
CUST_PB51TZ,Asia,5652.37,0.9,Loyalty Program
CUST_0387QQ,North America,4296.79,0.84,Loyalty Program
CUST_359VK9,Asia,7373.24,0.78,Email Campaign
CUST_YN221K,Europe,9764.76,0.72,Loyalty Program
CUST_ZATVYZ,Europe,8939.51,0.71,Discount
CUST_EM3I8P,Europe,316.6,0.85,Discount
CUST_XQQGJE,Asia,2780.57,0.9,Discount
CUST_D7DIU7,Asia,7942.97,0.84,Loyalty Program
CUST_YIPEPJ,Europe,6633.98,0.85,Loyalty Program
CUST_KSKMPS,Europe,2441.12,0.89,Discount
CUST_IV4CCI,Europe,3153.07,0.83,Loyalty Program
CUST_RYERM7,South America,4727.04,0.88,Email Campaign
CUST_K3X3V2,North America,3555.99,0.76,Email Campaign
CUST_BFBAFA,South America,6821.34,0.77,Email Campaign
CUST_GBX2WF,South America,4111.7,0.76,Loyalty Program
CUST_UH7STY,South America,9713.17,0.85,Loyalty Program
CUST_9FBHSL,South America,215.12,0.85,Discount
CUST_YA55K8,North America,6900.03,0.79,Loyalty Program
CUST_UIH4M4,South America,1096.1,0.9,Discount
CUST_OBFCJF,North America,8760.13,0.76,Email Campaign
CUST_SR6VQQ,South America,9501.14,0.99,Email Campaign
CUST_UH7YWV,Europe,2408.58,0.88,Email Campaign
CUST_B81DJW,Europe,6385.28,0.88,Email Campaign
CUST_BA60CU,Europe,7241.38,0.76,Discount
CUST_MCTMMV,Europe,3626.22,0.8,Email Campaign
CUST_Z0CVKV,Asia,9693.01,0.83,Email Campaign
CUST_CJS21G,Europe,2934.9,0.9,Loyalty Program
CUST_A191FT,Asia,2484.73,0.99,Loyalty Program
CUST_CYR05A,Europe,3775.1,0.73,Discount
CUST_LKLIYR,Europe,3526.85,0.72,Email Campaign
CUST_C6C009,North America,5197.28,0.87,Email Campaign
CUST_PWSO3E,Asia,7482.28,0.89,Loyalty Program
CUST_EBZ990,Europe,7909.31,1,Loyalty Program
CUST_DSAEYZ,North America,3898.37,0.76,Discount
CUST_P1R007,North America,3937.87,0.79,Email Campaign
CUST_NZ52FO,South America,5745.49,0.89,Loyalty Program
CUST_X39WEH,Asia,1747.84,0.86,Discount
CUST_640801,Asia,2675.96,0.97,Loyalty Program
CUST_FYXHNZ,Europe,1575.26,0.92,Discount
CUST_SMACWR,Asia,7147.25,0.93,Loyalty Program
CUST_5MOO2V,North America,4166.38,0.93,Discount
CUST_14KD85,Asia,5887.05,0.76,Discount
CUST_IU29SL,South America,7675.63,0.86,Loyalty Program
CUST_CN5GYW,South America,6233.92,0.83,Discount
CUST_LVPSG5,Europe,9080.22,0.82,Email Campaign
CUST_L9TUV8,Asia,4921.97,0.77,Email Campaign
CUST_742TUO,North America,9990.55,0.89,Email Campaign
CUST_UN6YWL,North America,1540.64,0.92,Email Campaign
CUST_P9RD8T,Asia,6287.33,0.98,Loyalty Program
CUST_GUAALR,Europe,8431.35,0.94,Loyalty Program
CUST_7NZ5FP,Europe,946.23,0.79,Loyalty Program
CUST_S6MTP7,South America,1068.36,0.86,Loyalty Program
CUST_VDOYGN,Asia,1855.78,0.93,Loyalty Program
CUST_0FEEN8,North America,3109.02,0.82,Discount
CUST_P13G7O,North America,721.96,0.74,Loyalty Program
CUST_KO71BP,Europe,3308.5,0.79,Loyalty Program
CUST_USPPCW,South America,8411.42,0.95,Discount
CUST_ODB6BC,North America,5358.1,0.95,Discount
CUST_NOSVSL,Europe,253.63,0.99,Discount
CUST_FKB4QP,South America,2947.54,0.86,Email Campaign
CUST_S6EAQR,North America,6289.66,0.74,Loyalty Program
CUST_FPZNA5,Europe,8807.41,0.83,Loyalty Program
CUST_6QM3GS,Asia,8017.54,0.75,Loyalty Program
CUST_HJCPZX,Asia,7297.53,0.74,Discount
CUST_GZQ5LL,Europe,3415.5,0.93,Loyalty Program
CUST_YVI8EY,Europe,9911.39,0.94,Discount
CUST_Y892RU,Asia,5615.49,0.74,Email Campaign
CUST_QTV65I,North America,8122.59,0.86,Discount
CUST_82F54K,South America,7004.63,0.71,Discount
CUST_0RLOHO,Asia,158.24,0.78,Loyalty Program
CUST_CJJI6E,South America,9849.9,0.74,Email Campaign
CUST_UZA6KN,Asia,452.45,0.84,Loyalty Program
CUST_Q4J6JQ,North America,7899.26,0.81,Loyalty Program
CUST_V9YD1D,South America,7065.15,0.94,Discount
CUST_1QJ5BQ,Europe,3205.99,0.93,Loyalty Program
CUST_5PMEQX,South America,7159.15,0.84,Loyalty Program
CUST_QW92LR,South America,5718.49,0.73,Discount
CUST_EZ9ZQ5,Europe,3731.33,0.89,Loyalty Program
CUST_K5O0H2,Europe,9600.3,0.94,Email Campaign
CUST_69Z3R3,South America,5863.28,0.77,Discount
CUST_RVOINA,Europe,8792.72,0.85,Discount
CUST_WLYQOZ,Asia,3496.52,0.9,Email Campaign
CUST_XLP312,South America,4660.44,0.76,Loyalty Program
CUST_OKAPVM,Europe,3017.59,0.99,Email Campaign
CUST_RS64EM,Asia,1394.54,0.81,Loyalty Program
CUST_NZCPQ9,South America,4082.7,0.81,Email Campaign
CUST_KFN89Q,Europe,8702.47,0.96,Loyalty Program
CUST_C2O6CR,South America,6080.2,0.82,Email Campaign
CUST_G42REL,Europe,1459.05,0.89,Discount
CUST_MFAA3Q,North America,7347.65,0.96,Email Campaign
CUST_J69I4Z,North America,5560.88,0.87,Email Campaign
CUST_VZ1V7X,Europe,3389.04,0.98,Loyalty Program
CUST_360FAU,North America,2261.18,0.89,Discount
CUST_ZU8HDX,Europe,7308.49,0.75,Email Campaign
CUST_EDDBYN,Asia,377.21,0.83,Email Campaign
CUST_TJH473,Asia,8990.15,0.84,Discount
CUST_HIEJOC,Europe,4707.2,0.86,Loyalty Program
CUST_WM04MS,North America,2109.66,0.71,Loyalty Program
CUST_27EEF0,South America,7386.16,0.76,Discount
CUST_J7HCKP,North America,9565.16,0.75,Discount
CUST_EP5RW6,Europe,2530.78,0.93,Discount
CUST_FQFSFR,Europe,4801.88,0.95,Discount
CUST_CIIQBA,Asia,4529.45,0.86,Email Campaign
CUST_YJHGPS,Europe,1522.48,0.85,Loyalty Program
CUST_98356S,Asia,7304.33,0.87,Loyalty Program
CUST_O8ICJM,North America,4709.6,0.74,Loyalty Program
CUST_45P8BM,Europe,8956.9,0.98,Email Campaign
CUST_II8XPN,Europe,1665.43,0.85,Email Campaign
CUST_WYQH80,Asia,1036.62,0.77,Email Campaign
CUST_O4DNV1,North America,7921.42,0.99,Discount
CUST_VB1LR5,Asia,9375.38,0.88,Email Campaign
CUST_UCHGR6,South America,7481.44,0.85,Loyalty Program
CUST_955W45,South America,2284.77,0.88,Email Campaign
CUST_SD6IDM,South America,5291.21,0.81,Loyalty Program
CUST_3XHZXH,Asia,7346.44,0.9,Discount
CUST_CBM079,North America,8515.2,0.9,Email Campaign
CUST_MQT9Q0,Asia,5733.66,0.83,Discount
CUST_18LP4M,North America,8401.63,0.78,Email Campaign
CUST_RIK7W2,North America,1191.85,0.72,Loyalty Program
CUST_KJCCDV,Europe,1692.25,0.92,Loyalty Program
CUST_8IYHCW,Asia,5131.19,0.88,Discount
CUST_HWV44I,South America,8685.28,0.84,Loyalty Program
CUST_PG1ZKW,North America,9726.54,0.96,Discount
CUST_4PHQMY,North America,9034.59,0.9,Discount
CUST_G2AYWS,Europe,2328.05,0.91,Loyalty Program
CUST_88DN0Y,South America,7258.84,0.76,Discount
CUST_QADK2W,North America,9985.47,0.75,Email Campaign
CUST_ZH2469,Europe,8634.41,0.94,Loyalty Program
CUST_IJ4IYH,North America,4596.52,0.93,Email Campaign
CUST_3Y1W1R,North America,4253.23,0.83,Email Campaign
CUST_3KIC2N,South America,222.66,0.86,Email Campaign
CUST_TFBOJ2,Europe,2484.11,0.9,Loyalty Program
CUST_ZEKI3K,North America,9783.8,0.79,Email Campaign
CUST_C5SLBJ,South America,249.89,0.78,Discount
CUST_NBDIBX,South America,967.96,0.84,Discount
CUST_O3ZWKA,South America,1141.71,0.8,Loyalty Program
CUST_HEQVH1,Europe,8943.42,0.92,Email Campaign
CUST_TKZAFT,Asia,4998.64,0.98,Discount
CUST_TAI7ZA,Asia,7049.46,0.72,Discount
CUST_6EZ1IZ,Asia,9045.51,0.73,Discount
CUST_016RQ8,Europe,7362.09,0.98,Discount
CUST_NYGE7B,Asia,3474.31,0.79,Loyalty Program
CUST_QFXDIS,South America,5176.3,0.74,Discount
CUST_ECXABM,North America,2633.69,0.84,Loyalty Program
CUST_ZG6J8H,South America,477.45,0.72,Email Campaign
CUST_31OU72,North America,3650.45,0.89,Loyalty Program
CUST_NNTWEX,Asia,5630.91,0.86,Discount
CUST_VFYP6B,South America,2916.02,0.78,Email Campaign
CUST_HTSHWT,North America,4880.91,0.86,Discount
CUST_B3A3X6,Asia,1463.44,0.73,Discount
CUST_3JTLFJ,Asia,5294.12,0.97,Discount
CUST_Z6NYUZ,North America,7562.38,0.72,Email Campaign
CUST_WZ80J0,Asia,5470.54,0.72,Email Campaign
CUST_0ITY6V,Europe,484.32,0.83,Email Campaign
CUST_XWOU41,Asia,1927.25,0.83,Loyalty Program
CUST_OJN0HB,North America,424.26,0.72,Discount
CUST_GH6FQR,Asia,2688.71,0.8,Loyalty Program
CUST_AI1WKG,South America,7803.88,0.93,Discount
CUST_9K8QFR,North America,3790.95,0.78,Email Campaign
CUST_OI4URF,Asia,3405.12,0.96,Email Campaign
CUST_1TQSN8,South America,5289.29,0.91,Discount
CUST_6WHXVS,North America,6484.96,0.85,Loyalty Program
CUST_3EANV3,South America,753.32,0.75,Loyalty Program
CUST_X9RMGO,South America,9885.34,0.72,Discount
CUST_U8F17V,Europe,9343.84,0.84,Email Campaign
CUST_R2ZD37,North America,8022.24,0.94,Loyalty Program
CUST_FTXZXZ,South America,5744.61,0.84,Discount
CUST_NV1E2A,Asia,8329.31,0.97,Email Campaign
CUST_J1NKSW,Asia,7393.87,0.91,Email Campaign
CUST_CF5G9Y,Asia,932.78,0.95,Loyalty Program
CUST_2CARVU,Asia,4092.73,0.77,Loyalty Program
CUST_1GNMOM,North America,4816.78,0.91,Email Campaign
CUST_W62UDS,South America,4568.97,0.84,Loyalty Program
CUST_MO1Q2E,Asia,7245.01,0.9,Discount
CUST_O9AXUX,North America,5120.23,0.78,Loyalty Program
CUST_L0UR3M,North America,7889.52,0.87,Discount
CUST_RHL4ZV,Europe,3641.81,0.8,Email Campaign
CUST_F8G21U,Asia,6791.4,0.75,Loyalty Program
CUST_JKCIO9,North America,7122.41,0.94,Discount
CUST_WA76US,South America,8281.21,0.71,Loyalty Program
CUST_DFR0SS,South America,1947.01,0.96,Discount
CUST_UA1LS9,Europe,9499.14,0.82,Discount
CUST_L90T1U,Asia,5791.39,0.86,Email Campaign
CUST_EJGM1M,South America,7074.23,0.98,Loyalty Program
CUST_9Y723Q,North America,1238.86,0.81,Email Campaign
CUST_X4MP3T,Europe,2019.16,0.82,Discount
CUST_GDT6X2,North America,1534.63,0.83,Loyalty Program
CUST_PVQMTI,North America,7854.38,0.84,Discount
CUST_7VZS6V,North America,3436.17,0.93,Loyalty Program
CUST_LD0MNF,Asia,9760.31,0.96,Loyalty Program
CUST_9GD606,South America,3147.02,0.9,Discount
CUST_OW0FHZ,South America,8255.55,0.9,Email Campaign
CUST_F1O8QU,Europe,3491.28,0.96,Loyalty Program
CUST_VMAJR4,South America,1609.63,0.98,Loyalty Program
CUST_R2UVZU,Asia,1557.72,0.75,Loyalty Program
CUST_GAUP8B,South America,7256.84,0.87,Discount
CUST_TNNT3A,North America,8820.22,0.91,Discount
CUST_QHSZ4F,Asia,7158.46,0.76,Email Campaign
CUST_DEUW4J,Europe,9984.85,0.95,Email Campaign
CUST_WJC7LF,South America,4733.05,0.8,Discount
CUST_15HX95,South America,1734.56,0.88,Email Campaign
CUST_KQ94CT,Asia,8562.46,0.94,Email Campaign
CUST_5NU9R2,Asia,7232.17,0.8,Loyalty Program
CUST_K3IUGB,Asia,8407.57,0.83,Email Campaign
CUST_N8I5TY,Asia,4700.17,0.98,Discount
CUST_53KL0X,North America,8348.47,0.79,Email Campaign
CUST_Z24HTD,Europe,3432.39,0.83,Email Campaign
CUST_ZID1WJ,Europe,9398.66,0.83,Discount
CUST_S55SYW,North America,2567.68,0.76,Email Campaign
CUST_SX2P91,North America,7508.36,0.97,Loyalty Program
CUST_POSB90,Europe,4606.61,0.76,Email Campaign
CUST_C06QKN,North America,3336.29,0.72,Email Campaign
CUST_452IH6,North America,7908.62,0.75,Loyalty Program
CUST_OQAUTP,Europe,174.89,0.83,Email Campaign
CUST_66UYJJ,South America,3518.75,0.94,Discount
CUST_5F0064,Europe,9361.19,0.96,Loyalty Program
CUST_LROL1T,South America,6046.46,0.84,Discount
CUST_TDZID6,Europe,8787.74,0.72,Email Campaign
CUST_UUFM1J,South America,5773.58,0.78,Email Campaign
CUST_SL11KV,South America,5661.31,0.77,Loyalty Program
CUST_B54NL2,South America,6063.39,0.96,Loyalty Program
CUST_M63KLC,South America,5707.92,0.98,Discount
CUST_COL2K1,Europe,9224.09,0.84,Loyalty Program
CUST_N492JL,South America,3749.27,0.73,Loyalty Program
CUST_HVLCJ4,Europe,4234.6,0.98,Loyalty Program
CUST_FAVX6R,Asia,1862.97,0.98,Loyalty Program
CUST_EZYCTJ,Europe,9791.4,0.95,Loyalty Program
CUST_FBEHFK,North America,4920.61,0.71,Loyalty Program
CUST_TIOFAR,North America,7677.65,0.88,Loyalty Program
CUST_1F5IRW,Asia,4687.38,0.82,Email Campaign
CUST_99GWZK,Europe,1782.53,0.93,Loyalty Program
CUST_FZ6COV,North America,6693.64,0.77,Email Campaign
